,ICD10_CODE,ALT_CODE,USAGE,USAGE_UK,DESCRIPTION,MODIFIER_4,MODIFIER_5,QUALIFIERS,GENDER_MASK,MIN_AGE,MAX_AGE,TREE_DESCRIPTION
8860,M89.0,M8901,DEFAULT,3.0,Algoneurodystrophy, ,Shoulder region, , , , , 
8861,M89.0,M8902,DEFAULT,3.0,Algoneurodystrophy, ,Upper arm, , , , , 
8862,M89.0,M8903,DEFAULT,3.0,Algoneurodystrophy, ,Forearm, , , , , 
8863,M89.0,M8904,DEFAULT,3.0,Algoneurodystrophy, ,Hand, , , , , 
8864,M89.0,M8905,DEFAULT,3.0,Algoneurodystrophy, ,Pelvic region and thigh, , , , , 
8865,M89.0,M8906,DEFAULT,3.0,Algoneurodystrophy, ,Lower leg, , , , , 
8866,M89.0,M8907,DEFAULT,3.0,Algoneurodystrophy, ,Ankle and foot, , , , , 
8867,M89.0,M8908,DEFAULT,3.0,Algoneurodystrophy, ,Other, , , , , 
8868,M89.0,M8909,DEFAULT,3.0,Algoneurodystrophy, ,Site unspecified, , , , , 
8869,M89.1,M891,DEFAULT,3.0,Epiphyseal arrest, , , , , , , 
8870,M89.1,M8910,DEFAULT,3.0,Epiphyseal arrest, ,Multiple sites, , , , , 
8871,M89.1,M8911,DEFAULT,3.0,Epiphyseal arrest, ,Shoulder region, , , , , 
8872,M89.1,M8912,DEFAULT,3.0,Epiphyseal arrest, ,Upper arm, , , , , 
8873,M89.1,M8913,DEFAULT,3.0,Epiphyseal arrest, ,Forearm, , , , , 
8874,M89.1,M8914,DEFAULT,3.0,Epiphyseal arrest, ,Hand, , , , , 
8875,M89.1,M8915,DEFAULT,3.0,Epiphyseal arrest, ,Pelvic region and thigh, , , , , 
8876,M89.1,M8916,DEFAULT,3.0,Epiphyseal arrest, ,Lower leg, , , , , 
8877,M89.1,M8917,DEFAULT,3.0,Epiphyseal arrest, ,Ankle and foot, , , , , 
8878,M89.1,M8918,DEFAULT,3.0,Epiphyseal arrest, ,Other, , , , , 
8879,M89.1,M8919,DEFAULT,3.0,Epiphyseal arrest, ,Site unspecified, , , , , 
8880,M89.2,M892,DEFAULT,3.0,Other disorders of bone development and growth, , , , , , , 
8881,M89.2,M8920,DEFAULT,3.0,Other disorders of bone development and growth, ,Multiple sites, , , , , 
8882,M89.2,M8921,DEFAULT,3.0,Other disorders of bone development and growth, ,Shoulder region, , , , , 
8883,M89.2,M8922,DEFAULT,3.0,Other disorders of bone development and growth, ,Upper arm, , , , , 
8884,M89.2,M8923,DEFAULT,3.0,Other disorders of bone development and growth, ,Forearm, , , , , 
8885,M89.2,M8924,DEFAULT,3.0,Other disorders of bone development and growth, ,Hand, , , , , 
8886,M89.2,M8925,DEFAULT,3.0,Other disorders of bone development and growth, ,Pelvic region and thigh, , , , , 
8887,M89.2,M8926,DEFAULT,3.0,Other disorders of bone development and growth, ,Lower leg, , , , , 
8888,M89.2,M8927,DEFAULT,3.0,Other disorders of bone development and growth, ,Ankle and foot, , , , , 
8889,M89.2,M8928,DEFAULT,3.0,Other disorders of bone development and growth, ,Other, , , , , 
8890,M89.2,M8929,DEFAULT,3.0,Other disorders of bone development and growth, ,Site unspecified, , , , , 
8891,M89.3,M893,DEFAULT,3.0,Hypertrophy of bone, , , , , , , 
8892,M89.3,M8930,DEFAULT,3.0,Hypertrophy of bone, ,Multiple sites, , , , , 
8893,M89.3,M8931,DEFAULT,3.0,Hypertrophy of bone, ,Shoulder region, , , , , 
8894,M89.3,M8932,DEFAULT,3.0,Hypertrophy of bone, ,Upper arm, , , , , 
8895,M89.3,M8933,DEFAULT,3.0,Hypertrophy of bone, ,Forearm, , , , , 
8896,M89.3,M8934,DEFAULT,3.0,Hypertrophy of bone, ,Hand, , , , , 
8897,M89.3,M8935,DEFAULT,3.0,Hypertrophy of bone, ,Pelvic region and thigh, , , , , 
8898,M89.3,M8936,DEFAULT,3.0,Hypertrophy of bone, ,Lower leg, , , , , 
8899,M89.3,M8937,DEFAULT,3.0,Hypertrophy of bone, ,Ankle and foot, , , , , 
8900,M89.3,M8938,DEFAULT,3.0,Hypertrophy of bone, ,Other, , , , , 
8901,M89.3,M8939,DEFAULT,3.0,Hypertrophy of bone, ,Site unspecified, , , , , 
8902,M89.4,M894,DEFAULT,3.0,Other hypertrophic osteoarthropathy, , , , , , , 
8903,M89.4,M8940,DEFAULT,3.0,Other hypertrophic osteoarthropathy, ,Multiple sites, , , , , 
8904,M89.4,M8941,DEFAULT,3.0,Other hypertrophic osteoarthropathy, ,Shoulder region, , , , , 
8905,M89.4,M8942,DEFAULT,3.0,Other hypertrophic osteoarthropathy, ,Upper arm, , , , , 
8906,M89.4,M8943,DEFAULT,3.0,Other hypertrophic osteoarthropathy, ,Forearm, , , , , 
8907,M89.4,M8944,DEFAULT,3.0,Other hypertrophic osteoarthropathy, ,Hand, , , , , 
8908,M89.4,M8945,DEFAULT,3.0,Other hypertrophic osteoarthropathy, ,Pelvic region and thigh, , , , , 
8909,M89.4,M8946,DEFAULT,3.0,Other hypertrophic osteoarthropathy, ,Lower leg, , , , , 
8910,M89.4,M8947,DEFAULT,3.0,Other hypertrophic osteoarthropathy, ,Ankle and foot, , , , , 
8911,M89.4,M8948,DEFAULT,3.0,Other hypertrophic osteoarthropathy, ,Other, , , , , 
8912,M89.4,M8949,DEFAULT,3.0,Other hypertrophic osteoarthropathy, ,Site unspecified, , , , , 
8913,M89.5,M895,DEFAULT,3.0,Osteolysis, , , , , , , 
8914,M89.5,M8950,DEFAULT,3.0,Osteolysis, ,Multiple sites, , , , , 
8915,M89.5,M8951,DEFAULT,3.0,Osteolysis, ,Shoulder region, , , , , 
8916,M89.5,M8952,DEFAULT,3.0,Osteolysis, ,Upper arm, , , , , 
8917,M89.5,M8953,DEFAULT,3.0,Osteolysis, ,Forearm, , , , , 
8918,M89.5,M8954,DEFAULT,3.0,Osteolysis, ,Hand, , , , , 
8919,M89.5,M8955,DEFAULT,3.0,Osteolysis, ,Pelvic region and thigh, , , , , 
8920,M89.5,M8956,DEFAULT,3.0,Osteolysis, ,Lower leg, , , , , 
8921,M89.5,M8957,DEFAULT,3.0,Osteolysis, ,Ankle and foot, , , , , 
8922,M89.5,M8958,DEFAULT,3.0,Osteolysis, ,Other, , , , , 
8923,M89.5,M8959,DEFAULT,3.0,Osteolysis, ,Site unspecified, , , , , 
8924,M89.6,M896,DEFAULT,3.0,Osteopathy after poliomyelitis, , , , , , , 
8925,M89.6,M8960,DEFAULT,3.0,Osteopathy after poliomyelitis, ,Multiple sites, , , , , 
8926,M89.6,M8961,DEFAULT,3.0,Osteopathy after poliomyelitis, ,Shoulder region, , , , , 
8927,M89.6,M8962,DEFAULT,3.0,Osteopathy after poliomyelitis, ,Upper arm, , , , , 
8928,M89.6,M8963,DEFAULT,3.0,Osteopathy after poliomyelitis, ,Forearm, , , , , 
8929,M89.6,M8964,DEFAULT,3.0,Osteopathy after poliomyelitis, ,Hand, , , , , 
8930,M89.6,M8965,DEFAULT,3.0,Osteopathy after poliomyelitis, ,Pelvic region and thigh, , , , , 
8931,M89.6,M8966,DEFAULT,3.0,Osteopathy after poliomyelitis, ,Lower leg, , , , , 
8932,M89.6,M8967,DEFAULT,3.0,Osteopathy after poliomyelitis, ,Ankle and foot, , , , , 
8933,M89.6,M8968,DEFAULT,3.0,Osteopathy after poliomyelitis, ,Other, , , , , 
8934,M89.6,M8969,DEFAULT,3.0,Osteopathy after poliomyelitis, ,Site unspecified, , , , , 
8935,M89.8,M898,DEFAULT,3.0,Other specified disorders of bone, , , , , , , 
8936,M89.8,M8980,DEFAULT,3.0,Other specified disorders of bone, ,Multiple sites, , , , , 
8937,M89.8,M8981,DEFAULT,3.0,Other specified disorders of bone, ,Shoulder region, , , , , 
8938,M89.8,M8982,DEFAULT,3.0,Other specified disorders of bone, ,Upper arm, , , , , 
8939,M89.8,M8983,DEFAULT,3.0,Other specified disorders of bone, ,Forearm, , , , , 
8940,M89.8,M8984,DEFAULT,3.0,Other specified disorders of bone, ,Hand, , , , , 
8941,M89.8,M8985,DEFAULT,3.0,Other specified disorders of bone, ,Pelvic region and thigh, , , , , 
8942,M89.8,M8986,DEFAULT,3.0,Other specified disorders of bone, ,Lower leg, , , , , 
8943,M89.8,M8987,DEFAULT,3.0,Other specified disorders of bone, ,Ankle and foot, , , , , 
8944,M89.8,M8988,DEFAULT,3.0,Other specified disorders of bone, ,Other, , , , , 
8945,M89.8,M8989,DEFAULT,3.0,Other specified disorders of bone, ,Site unspecified, , , , , 
8946,M89.9,M899,DEFAULT,3.0,"Disorder of bone, unspecified", , , , , , , 
8947,M89.9,M8990,DEFAULT,3.0,"Disorder of bone, unspecified", ,Multiple sites, , , , , 
8948,M89.9,M8991,DEFAULT,3.0,"Disorder of bone, unspecified", ,Shoulder region, , , , , 
8949,M89.9,M8992,DEFAULT,3.0,"Disorder of bone, unspecified", ,Upper arm, , , , , 
8950,M89.9,M8993,DEFAULT,3.0,"Disorder of bone, unspecified", ,Forearm, , , , , 
8951,M89.9,M8994,DEFAULT,3.0,"Disorder of bone, unspecified", ,Hand, , , , , 
8952,M89.9,M8995,DEFAULT,3.0,"Disorder of bone, unspecified", ,Pelvic region and thigh, , , , , 
8953,M89.9,M8996,DEFAULT,3.0,"Disorder of bone, unspecified", ,Lower leg, , , , , 
8954,M89.9,M8997,DEFAULT,3.0,"Disorder of bone, unspecified", ,Ankle and foot, , , , , 
8955,M89.9,M8998,DEFAULT,3.0,"Disorder of bone, unspecified", ,Other, , , , , 
8956,M89.9,M8999,DEFAULT,3.0,"Disorder of bone, unspecified", ,Site unspecified, , , , , 
8957,M90,M90,ASTERIS,2.0,Osteopathies in diseases classified elsewhere, , , , , , , 
8958,M90.0,M900,ASTERIS,2.0,Tuberculosis of bone, , , , , , , 
8959,M90.0,M9000,ASTERIS,2.0,Tuberculosis of bone, ,Multiple sites, , , , , 
8960,M90.0,M9001,ASTERIS,2.0,Tuberculosis of bone, ,Shoulder region, , , , , 
8961,M90.0,M9002,ASTERIS,2.0,Tuberculosis of bone, ,Upper arm, , , , , 
8962,M90.0,M9003,ASTERIS,2.0,Tuberculosis of bone, ,Forearm, , , , , 
8963,M90.0,M9004,ASTERIS,2.0,Tuberculosis of bone, ,Hand, , , , , 
8964,M90.0,M9005,ASTERIS,2.0,Tuberculosis of bone, ,Pelvic region and thigh, , , , , 
8965,M90.0,M9006,ASTERIS,2.0,Tuberculosis of bone, ,Lower leg, , , , , 
8966,M90.0,M9007,ASTERIS,2.0,Tuberculosis of bone, ,Ankle and foot, , , , , 
8967,M90.0,M9008,ASTERIS,2.0,Tuberculosis of bone, ,Other, , , , , 
8968,M90.0,M9009,ASTERIS,2.0,Tuberculosis of bone, ,Site unspecified, , , , , 
8969,M90.1,M901,ASTERIS,2.0,Periostitis in other infectious diseases classified elsewhere, , , , , , , 
8970,M90.1,M9010,ASTERIS,2.0,Periostitis in other infectious diseases classified elsewhere, ,Multiple sites, , , , , 
8971,M90.1,M9011,ASTERIS,2.0,Periostitis in other infectious diseases classified elsewhere, ,Shoulder region, , , , , 
8972,M90.1,M9012,ASTERIS,2.0,Periostitis in other infectious diseases classified elsewhere, ,Upper arm, , , , , 
8973,M90.1,M9013,ASTERIS,2.0,Periostitis in other infectious diseases classified elsewhere, ,Forearm, , , , , 
8974,M90.1,M9014,ASTERIS,2.0,Periostitis in other infectious diseases classified elsewhere, ,Hand, , , , , 
8975,M90.1,M9015,ASTERIS,2.0,Periostitis in other infectious diseases classified elsewhere, ,Pelvic region and thigh, , , , , 
8976,M90.1,M9016,ASTERIS,2.0,Periostitis in other infectious diseases classified elsewhere, ,Lower leg, , , , , 
8977,M90.1,M9017,ASTERIS,2.0,Periostitis in other infectious diseases classified elsewhere, ,Ankle and foot, , , , , 
8978,M90.1,M9018,ASTERIS,2.0,Periostitis in other infectious diseases classified elsewhere, ,Other, , , , , 
8979,M90.1,M9019,ASTERIS,2.0,Periostitis in other infectious diseases classified elsewhere, ,Site unspecified, , , , , 
8980,M90.2,M902,ASTERIS,2.0,Osteopathy in other infectious diseases classified elsewhere, , , , , , , 
8981,M90.2,M9020,ASTERIS,2.0,Osteopathy in other infectious diseases classified elsewhere, ,Multiple sites, , , , , 
8982,M90.2,M9021,ASTERIS,2.0,Osteopathy in other infectious diseases classified elsewhere, ,Shoulder region, , , , , 
8983,M90.2,M9022,ASTERIS,2.0,Osteopathy in other infectious diseases classified elsewhere, ,Upper arm, , , , , 
8984,M90.2,M9023,ASTERIS,2.0,Osteopathy in other infectious diseases classified elsewhere, ,Forearm, , , , , 
8985,M90.2,M9024,ASTERIS,2.0,Osteopathy in other infectious diseases classified elsewhere, ,Hand, , , , , 
8986,M90.2,M9025,ASTERIS,2.0,Osteopathy in other infectious diseases classified elsewhere, ,Pelvic region and thigh, , , , , 
8987,M90.2,M9026,ASTERIS,2.0,Osteopathy in other infectious diseases classified elsewhere, ,Lower leg, , , , , 
8988,M90.2,M9027,ASTERIS,2.0,Osteopathy in other infectious diseases classified elsewhere, ,Ankle and foot, , , , , 
8989,M90.2,M9028,ASTERIS,2.0,Osteopathy in other infectious diseases classified elsewhere, ,Other, , , , , 
8990,M90.2,M9029,ASTERIS,2.0,Osteopathy in other infectious diseases classified elsewhere, ,Site unspecified, , , , , 
8991,M90.3,M903,ASTERIS,2.0,Osteonecrosis in caisson disease, , , , , , , 
8992,M90.3,M9030,ASTERIS,2.0,Osteonecrosis in caisson disease, ,Multiple sites, , , , , 
8993,M90.3,M9031,ASTERIS,2.0,Osteonecrosis in caisson disease, ,Shoulder region, , , , , 
8994,M90.3,M9032,ASTERIS,2.0,Osteonecrosis in caisson disease, ,Upper arm, , , , , 
8995,M90.3,M9033,ASTERIS,2.0,Osteonecrosis in caisson disease, ,Forearm, , , , , 
8996,M90.3,M9034,ASTERIS,2.0,Osteonecrosis in caisson disease, ,Hand, , , , , 
8997,M90.3,M9035,ASTERIS,2.0,Osteonecrosis in caisson disease, ,Pelvic region and thigh, , , , , 
8998,M90.3,M9036,ASTERIS,2.0,Osteonecrosis in caisson disease, ,Lower leg, , , , , 
8999,M90.3,M9037,ASTERIS,2.0,Osteonecrosis in caisson disease, ,Ankle and foot, , , , , 
9000,M90.3,M9038,ASTERIS,2.0,Osteonecrosis in caisson disease, ,Other, , , , , 
9001,M90.3,M9039,ASTERIS,2.0,Osteonecrosis in caisson disease, ,Site unspecified, , , , , 
9002,M90.4,M904,ASTERIS,2.0,Osteonecrosis due to haemoglobinopathy, , , , , , , 
9003,M90.4,M9040,ASTERIS,2.0,Osteonecrosis due to haemoglobinopathy, ,Multiple sites, , , , , 
9004,M90.4,M9041,ASTERIS,2.0,Osteonecrosis due to haemoglobinopathy, ,Shoulder region, , , , , 
9005,M90.4,M9042,ASTERIS,2.0,Osteonecrosis due to haemoglobinopathy, ,Upper arm, , , , , 
9006,M90.4,M9043,ASTERIS,2.0,Osteonecrosis due to haemoglobinopathy, ,Forearm, , , , , 
9007,M90.4,M9044,ASTERIS,2.0,Osteonecrosis due to haemoglobinopathy, ,Hand, , , , , 
9008,M90.4,M9045,ASTERIS,2.0,Osteonecrosis due to haemoglobinopathy, ,Pelvic region and thigh, , , , , 
9009,M90.4,M9046,ASTERIS,2.0,Osteonecrosis due to haemoglobinopathy, ,Lower leg, , , , , 
9010,M90.4,M9047,ASTERIS,2.0,Osteonecrosis due to haemoglobinopathy, ,Ankle and foot, , , , , 
9011,M90.4,M9048,ASTERIS,2.0,Osteonecrosis due to haemoglobinopathy, ,Other, , , , , 
9012,M90.4,M9049,ASTERIS,2.0,Osteonecrosis due to haemoglobinopathy, ,Site unspecified, , , , , 
9013,M90.5,M905,ASTERIS,2.0,Osteonecrosis in other diseases classified elsewhere, , , , , , , 
9014,M90.5,M9050,ASTERIS,2.0,Osteonecrosis in other diseases classified elsewhere, ,Multiple sites, , , , , 
9015,M90.5,M9051,ASTERIS,2.0,Osteonecrosis in other diseases classified elsewhere, ,Shoulder region, , , , , 
9016,M90.5,M9052,ASTERIS,2.0,Osteonecrosis in other diseases classified elsewhere, ,Upper arm, , , , , 
9017,M90.5,M9053,ASTERIS,2.0,Osteonecrosis in other diseases classified elsewhere, ,Forearm, , , , , 
9018,M90.5,M9054,ASTERIS,2.0,Osteonecrosis in other diseases classified elsewhere, ,Hand, , , , , 
9019,M90.5,M9055,ASTERIS,2.0,Osteonecrosis in other diseases classified elsewhere, ,Pelvic region and thigh, , , , , 
9020,M90.5,M9056,ASTERIS,2.0,Osteonecrosis in other diseases classified elsewhere, ,Lower leg, , , , , 
9021,M90.5,M9057,ASTERIS,2.0,Osteonecrosis in other diseases classified elsewhere, ,Ankle and foot, , , , , 
9022,M90.5,M9058,ASTERIS,2.0,Osteonecrosis in other diseases classified elsewhere, ,Other, , , , , 
9023,M90.5,M9059,ASTERIS,2.0,Osteonecrosis in other diseases classified elsewhere, ,Site unspecified, , , , , 
9024,M90.6,M906,ASTERIS,2.0,Osteitis deformans in neoplastic disease, , , , , , , 
9025,M90.6,M9060,ASTERIS,2.0,Osteitis deformans in neoplastic disease, ,Multiple sites, , , , , 
9026,M90.6,M9061,ASTERIS,2.0,Osteitis deformans in neoplastic disease, ,Shoulder region, , , , , 
9027,M90.6,M9062,ASTERIS,2.0,Osteitis deformans in neoplastic disease, ,Upper arm, , , , , 
9028,M90.6,M9063,ASTERIS,2.0,Osteitis deformans in neoplastic disease, ,Forearm, , , , , 
9029,M90.6,M9064,ASTERIS,2.0,Osteitis deformans in neoplastic disease, ,Hand, , , , , 
9030,M90.6,M9065,ASTERIS,2.0,Osteitis deformans in neoplastic disease, ,Pelvic region and thigh, , , , , 
9031,M90.6,M9066,ASTERIS,2.0,Osteitis deformans in neoplastic disease, ,Lower leg, , , , , 
9032,M90.6,M9067,ASTERIS,2.0,Osteitis deformans in neoplastic disease, ,Ankle and foot, , , , , 
9033,M90.6,M9068,ASTERIS,2.0,Osteitis deformans in neoplastic disease, ,Other, , , , , 
9034,M90.6,M9069,ASTERIS,2.0,Osteitis deformans in neoplastic disease, ,Site unspecified, , , , , 
9035,M90.7,M907,ASTERIS,2.0,Fracture of bone in neoplastic disease, , , , , , , 
9036,M90.7,M9070,ASTERIS,2.0,Fracture of bone in neoplastic disease, ,Multiple sites, , , , , 
9037,M90.7,M9071,ASTERIS,2.0,Fracture of bone in neoplastic disease, ,Shoulder region, , , , , 
9038,M90.7,M9072,ASTERIS,2.0,Fracture of bone in neoplastic disease, ,Upper arm, , , , , 
9039,M90.7,M9073,ASTERIS,2.0,Fracture of bone in neoplastic disease, ,Forearm, , , , , 
9040,M90.7,M9074,ASTERIS,2.0,Fracture of bone in neoplastic disease, ,Hand, , , , , 
9041,M90.7,M9075,ASTERIS,2.0,Fracture of bone in neoplastic disease, ,Pelvic region and thigh, , , , , 
9042,M90.7,M9076,ASTERIS,2.0,Fracture of bone in neoplastic disease, ,Lower leg, , , , , 
9043,M90.7,M9077,ASTERIS,2.0,Fracture of bone in neoplastic disease, ,Ankle and foot, , , , , 
9044,M90.7,M9078,ASTERIS,2.0,Fracture of bone in neoplastic disease, ,Other, , , , , 
9045,M90.7,M9079,ASTERIS,2.0,Fracture of bone in neoplastic disease, ,Site unspecified, , , , , 
9046,M90.8,M908,ASTERIS,2.0,Osteopathy in other diseases classified elsewhere, , , , , , , 
9047,M90.8,M9080,ASTERIS,2.0,Osteopathy in other diseases classified elsewhere, ,Multiple sites, , , , , 
9048,M90.8,M9081,ASTERIS,2.0,Osteopathy in other diseases classified elsewhere, ,Shoulder region, , , , , 
9049,M90.8,M9082,ASTERIS,2.0,Osteopathy in other diseases classified elsewhere, ,Upper arm, , , , , 
9050,M90.8,M9083,ASTERIS,2.0,Osteopathy in other diseases classified elsewhere, ,Forearm, , , , , 
9051,M90.8,M9084,ASTERIS,2.0,Osteopathy in other diseases classified elsewhere, ,Hand, , , , , 
9052,M90.8,M9085,ASTERIS,2.0,Osteopathy in other diseases classified elsewhere, ,Pelvic region and thigh, , , , , 
9053,M90.8,M9086,ASTERIS,2.0,Osteopathy in other diseases classified elsewhere, ,Lower leg, , , , , 
9054,M90.8,M9087,ASTERIS,2.0,Osteopathy in other diseases classified elsewhere, ,Ankle and foot, , , , , 
9055,M90.8,M9088,ASTERIS,2.0,Osteopathy in other diseases classified elsewhere, ,Other, , , , , 
9056,M90.8,M9089,ASTERIS,2.0,Osteopathy in other diseases classified elsewhere, ,Site unspecified, , , , , 
9057,M91,M91,DEFAULT,3.0,Juvenile osteochondrosis of hip and pelvis, , , , , , , 
9058,M91.0,M910,DEFAULT,3.0,Juvenile osteochondrosis of pelvis, , , , , , , 
9059,M91.1,M911,DEFAULT,3.0,Juvenile osteochondrosis of head of femur [Legg-Calv̩-Perthes], , , , , , , 
9060,M91.2,M912,DEFAULT,3.0,Coxa plana, , , , , , , 
9061,M91.3,M913,DEFAULT,3.0,Pseudocoxalgia, , , , , , , 
9062,M91.8,M918,DEFAULT,3.0,Other juvenile osteochondrosis of hip and pelvis, , , , , , , 
9063,M91.8,M9180,DEFAULT,3.0,Other juvenile osteochondrosis of hip and pelvis, ,Multiple sites, , , , , 
9064,M91.9,M919,DEFAULT,3.0,"Juvenile osteochondrosis of hip and pelvis, unspecified", , , , , , , 
9065,M91.9,M9190,DEFAULT,3.0,"Juvenile osteochondrosis of hip and pelvis, unspecified", ,Multiple sites, , , , , 
9066,M92,M92,DEFAULT,3.0,Other juvenile osteochondrosis, , , , , , , 
9067,M92.0,M920,DEFAULT,3.0,Juvenile osteochondrosis of humerus, , , , , , , 
9068,M92.1,M921,DEFAULT,3.0,Juvenile osteochondrosis of radius and ulna, , , , , , , 
9069,M92.2,M922,DEFAULT,3.0,Juvenile osteochondrosis of hand, , , , , , , 
9070,M92.3,M923,DEFAULT,3.0,Other juvenile osteochondrosis of upper limb, , , , , , , 
9071,M92.4,M924,DEFAULT,3.0,Juvenile osteochondrosis of patella, , , , , , , 
9072,M92.5,M925,DEFAULT,3.0,Juvenile osteochondrosis of tibia and fibula, , , , , , , 
9073,M92.6,M926,DEFAULT,3.0,Juvenile osteochondrosis of tarsus, , , , , , , 
9074,M92.7,M927,DEFAULT,3.0,Juvenile osteochondrosis of metatarsus, , , , , , , 
9075,M92.8,M928,DEFAULT,3.0,Other specified juvenile osteochondrosis, , , , , , , 
9076,M92.9,M929,DEFAULT,3.0,"Juvenile osteochondrosis, unspecified", , , , , , , 
9077,M93,M93,DEFAULT,3.0,Other osteochondropathies, , , , , , , 
9078,M93.0,M930,DEFAULT,3.0,Slipped upper femoral epiphysis (nontraumatic), , , , ,10,25, 
9079,M93.1,M931,DEFAULT,3.0,Kienb̦ck disease of adults, , , , , , , 
9080,M93.2,M932,DEFAULT,3.0,Osteochondritis dissecans, , , , ,13, , 
9081,M93.8,M938,DEFAULT,3.0,Other specified osteochondropathies, , , , , , , 
9082,M93.9,M939,DEFAULT,3.0,"Osteochondropathy, unspecified", , , , , , , 
9083,M94,M94,DEFAULT,3.0,Other disorders of cartilage, , , , , , , 
9084,M94.0,M940,DEFAULT,3.0,Chondrocostal junction syndrome [Tietze], , , , , , , 
9085,M94.1,M941,DEFAULT,3.0,Relapsing polychondritis, , , , , , , 
9086,M94.1,M9410,DEFAULT,3.0,Relapsing polychondritis, ,Multiple sites, , , , , 
9087,M94.1,M9411,DEFAULT,3.0,Relapsing polychondritis, ,Shoulder region, , , , , 
9088,M94.1,M9412,DEFAULT,3.0,Relapsing polychondritis, ,Upper arm, , , , , 
9089,M94.1,M9413,DEFAULT,3.0,Relapsing polychondritis, ,Forearm, , , , , 
9090,M94.1,M9414,DEFAULT,3.0,Relapsing polychondritis, ,Hand, , , , , 
9091,M94.1,M9415,DEFAULT,3.0,Relapsing polychondritis, ,Pelvic region and thigh, , , , , 
9092,M94.1,M9416,DEFAULT,3.0,Relapsing polychondritis, ,Lower leg, , , , , 
9093,M94.1,M9417,DEFAULT,3.0,Relapsing polychondritis, ,Ankle and foot, , , , , 
9094,M94.1,M9418,DEFAULT,3.0,Relapsing polychondritis, ,Other, , , , , 
9095,M94.1,M9419,DEFAULT,3.0,Relapsing polychondritis, ,Site unspecified, , , , , 
9096,M94.2,M942,DEFAULT,3.0,Chondromalacia, , , , , , , 
9097,M94.2,M9420,DEFAULT,3.0,Chondromalacia, ,Multiple sites, , , , , 
9098,M94.2,M9421,DEFAULT,3.0,Chondromalacia, ,Shoulder region, , , , , 
9099,M94.2,M9422,DEFAULT,3.0,Chondromalacia, ,Upper arm, , , , , 
9100,M94.2,M9423,DEFAULT,3.0,Chondromalacia, ,Forearm, , , , , 
9101,M94.2,M9424,DEFAULT,3.0,Chondromalacia, ,Hand, , , , , 
9102,M94.2,M9425,DEFAULT,3.0,Chondromalacia, ,Pelvic region and thigh, , , , , 
9103,M94.2,M9426,DEFAULT,3.0,Chondromalacia, ,Lower leg, , , , , 
9104,M94.2,M9427,DEFAULT,3.0,Chondromalacia, ,Ankle and foot, , , , , 
9105,M94.2,M9428,DEFAULT,3.0,Chondromalacia, ,Other, , , , , 
9106,M94.2,M9429,DEFAULT,3.0,Chondromalacia, ,Site unspecified, , , , , 
9107,M94.3,M943,DEFAULT,3.0,Chondrolysis, , , , , , , 
9108,M94.3,M9430,DEFAULT,3.0,Chondrolysis, ,Multiple sites, , , , , 
9109,M94.3,M9431,DEFAULT,3.0,Chondrolysis, ,Shoulder region, , , , , 
9110,M94.3,M9432,DEFAULT,3.0,Chondrolysis, ,Upper arm, , , , , 
9111,M94.3,M9433,DEFAULT,3.0,Chondrolysis, ,Forearm, , , , , 
9112,M94.3,M9434,DEFAULT,3.0,Chondrolysis, ,Hand, , , , , 
9113,M94.3,M9435,DEFAULT,3.0,Chondrolysis, ,Pelvic region and thigh, , , , , 
9114,M94.3,M9436,DEFAULT,3.0,Chondrolysis, ,Lower leg, , , , , 
9115,M94.3,M9437,DEFAULT,3.0,Chondrolysis, ,Ankle and foot, , , , , 
9116,M94.3,M9438,DEFAULT,3.0,Chondrolysis, ,Other, , , , , 
9117,M94.3,M9439,DEFAULT,3.0,Chondrolysis, ,Site unspecified, , , , , 
9118,M94.8,M948,DEFAULT,3.0,Other specified disorders of cartilage, , , , , , , 
9119,M94.8,M9480,DEFAULT,3.0,Other specified disorders of cartilage, ,Multiple sites, , , , , 
